post_id,text,comment_time,from_id
1671335,"Даёшь дешёвый чай, бананы, приправы ,кокосы, и.... слоновье мясо на пробу.",1707415953,201512030
1056936,Какая связь имеет место между досрочным погашением кредита и статьи 908 ГК РФ. (Хранение товаров складом общего пользования). ???????,1655870163,678274031
770219,99 процентов что второй вариант,1595954984,47525118
1548461,Великодержавие подешевело. 😆,1692086107,766508812
1548461,,1692086589,155489210
1392815,Да ни чем.,1678201215,174485155
1392815,"Процветанию, как всегда...",1678201339,312386234
1392815,Раскулачить олигархов,1678202165,213964029
737456,Этот курс станет реальным после того как пройдёт голосования по обнулению дедушки.,1589807474,87860376
737456,Составил бы превысил бы.... что???,1589807751,124363
1114289,🤣,1660780393,7406034
1114289,А разве Фич не предвзятая прозападная помойка раздающая рейтинги по указке с Вашингтона? 😄,1660785186,11149575
1114289,С «мусорного» до «помоечного»...,1660786449,224845560
1114289,"Да это понятно,что они бедные-несчастные ,очко всем лижут и все им чем то обязаны ,ути господи , на нас напали ,раньше смотрел новости каждый день,а щас уже зае**ло это их нытьё ,они жестят и ни кто этого не замечает ,у всех Россия плохая)а на этих нытиков пытаются глаза закрыть",1660786595,91353967
868532,минус ещё одна.,1622029959,598904080
786614,Песков опять не поймёт. До них ситуация с обувью плохо доходит. Вообще плохо доходит как население выживает.,1599311468,132815438
786614,У них все нормально..,1599313664,116936829
1638582,Маразм. Сами -то совсем заниматься этим вопросом не хотите?!?!? Хорошо в Москве устроились!!!,1703701369,436640025
1638582,Самим не смешно на 25 правления Путина яйца стали покупать за границей,1703702503,201168256
1474750,,1685000294,736877776
131264,"Че то политологов много стало , как грибы",1474297858,227909686
131264,Хинштейн с подобострастной улыбкой! Не хочет полетать над гнездом Дм. Медведева! Как когда то летал над домом уничтожаемого премьера Касьянова! Кишка тонка!,1474297983,283069988
131264,"да бред вся эта политическая система , как может человек воспитанный в СССР быть каким то либералом или демократом ,",1474310016,256572306
1392834,🇷🇺,1678357578,753166874
1622214,Офигеть! Айти вверх попрёт!😄😄😄,1701775393,225341630
1622214,Ну вообщем попали,1701795355,173628274
1548492,Вот смотрите на предателей России.,1692089065,478383153
1548492,"Мне интересно, они  за Россию? В, чем я, сомневаюсь. Но почему то, они устраивают Президента России.",1692089677,384849186
1548492,"Наббиулина обещала 30… Она четко выполняет указание своего хозяина за лужей🤬
Сейчас ЦБ спасает экономику США от мировой долларовой инфляции, перетягивая её на экономику России . Для стабильного развития нашей экономики нам не нужны ни доллары ни евро,  они нужны только финансовым спекулянтам. Российский рубль полностью обеспечен ресурсной базой, в отличии от  Американских и Европейских фантиков. Штаты рушатся и, для того  им устоять они должны опять устроить в России 1991 год. Не дождутся😎💪🏻💪🏻💪🏻",1692090900,357490165
